# "year", "no", "page", "clipno", "area", "class"
2014,3,54,2,492579,1
2014,1,32,1,1033914,1
2014,9,5,0,548121,0
2014,7,85,6,4320,0
2014,5,61,1,141780,0
2014,10,4,0,2340,0
2014,1,47,0,2520,0
2014,5,4,6,13920,0
2014,8,86,1,68295,0
2014,1,76,6,22134,0
2014,5,74,4,768462,1
2014,8,45,1,38304,0
2014,5,86,1,68295,0
2013,10,84,2,13350,0
2014,4,47,2,87324,0
2014,10,100,1,1349649,1
2014,1,90,7,151956,0
2014,4,88,11,146661,0
2014,5,3,7,24174,0
2014,3,18,1,1184400,1
2013,9,37,1,333333,1
2013,10,72,0,7260,0
2014,1,94,18,5049,0
2014,5,52,5,247455,1
2013,8,90,11,15651,0
2014,10,66,1,54468,0
2014,6,87,4,86976,1
2013,8,88,9,6396,0
2014,9,10,1,143040,1
2013,10,21,3,8820,0
2014,2,23,2,592920,1
2014,4,65,0,1183650,1
2014,9,32,1,1467726,1
2013,10,43,2,1284732,1
2014,8,30,4,1227105,1
2014,7,19,4,44805,1
2014,8,93,3,5940,0
2014,10,86,5,367080,0
2014,10,92,5,49662,0
2014,8,38,0,1467726,1
2014,2,48,4,166257,0
2013,10,33,7,106515,1
2014,1,57,0,1467726,1
2014,5,46,0,4914,0
2014,4,33,5,772104,1
2013,10,88,8,31740,0
2014,6,46,1,1358916,1
2013,8,82,6,5049,0
2014,9,73,4,2655,0
2014,7,94,11,23256,0
2014,8,49,9,167958,1
2014,7,49,0,11508,0
2014,3,9,0,629442,0
2014,6,7,4,8586,0
2013,10,10,2,137214,0
2013,9,62,1,22914,1
2014,9,53,1,10812,0
2014,2,5,1,5940,0
2014,1,92,4,553824,1
2014,1,24,7,726846,1
2014,6,86,3,64395,0
2013,8,76,3,11340,0
2014,10,15,2,4650,0
2014,3,95,1,4473,0
2014,6,61,4,174924,1
2014,8,55,3,242088,0
2014,4,11,0,1467726,1
2013,8,71,2,37278,0
2013,8,3,4,32700,0
2014,3,4,15,16530,0
2014,7,54,1,248676,0
2014,4,86,2,64395,0
2014,8,49,5,12393,0
2014,6,13,1,36225,0
2014,7,2,0,1467726,0
2014,5,49,3,132870,1
2014,10,5,0,46926,0
2013,9,24,0,6624,0
2014,3,4,10,20880,0
2014,7,13,2,946920,1
2014,7,88,1,13464,0
2013,10,94,7,47424,0
2014,1,34,0,36297,0
2014,10,58,0,55506,0
2014,3,57,9,94689,1
2014,5,45,1,61710,1
2013,8,85,0,66066,0
2014,1,58,1,30912,0
2014,1,2,2,8901,0
2014,2,93,6,119505,0
2014,2,36,0,1467726,1
2014,1,85,2,54285,0
2014,7,27,5,26208,0
2014,8,82,0,186636,0
2013,8,4,5,13485,0
2014,5,82,4,183546,0
2014,1,97,1,1234638,1
2013,10,55,10,7089,0
2014,9,41,0,3528,0
2014,10,4,10,13770,0
2013,10,99,2,892674,1
2013,9,8,2,32640,0
2014,7,57,12,8181,0
2014,5,95,3,120582,0
2014,4,61,2,38304,0
2013,10,3,2,155088,0
2014,5,84,1,76635,0
2013,10,88,2,59496,0
2014,7,5,3,27945,0
2014,6,91,1,62622,0
2014,7,82,0,181692,0
2014,1,90,14,42471,0
2014,1,22,1,27636,0
2014,7,73,0,1467726,1
2013,9,4,10,14877,0
2014,2,47,3,15840,0
2014,10,88,14,19422,0
2014,5,24,3,33810,0
2014,6,98,4,2385,0
2014,5,34,1,1092600,0
2014,9,63,2,937815,1
2014,8,12,1,58560,0
2014,7,95,2,17556,0
2014,4,84,2,13350,0
2014,2,47,4,47886,0
2014,2,25,0,15600,0
2014,6,71,0,320415,1
2014,1,8,2,43524,0
2014,10,90,1,29853,0
2014,3,37,1,9348,0
2014,1,45,4,1085316,1
2014,7,4,12,16362,0
2013,8,79,1,84240,0
2014,10,84,1,101331,0
2013,9,6,8,1337619,1
2014,1,91,4,6498,0
2014,8,63,4,2610,0
2013,9,59,2,73392,0
2014,8,63,7,7047,0
2014,8,24,3,14850,0
2014,2,52,0,15708,0
2014,5,28,5,28638,0
2013,10,92,5,28836,0
2013,9,91,0,8844,0
2013,8,87,8,18009,0
2014,8,16,1,2100,0
2014,3,84,6,5049,0
2013,8,24,0,256737,0
2013,8,1,3,5454,0
2014,10,2,0,1467726,0
2014,7,78,0,1248426,1
2014,7,25,1,460746,1
2013,10,98,1,22425,0
2014,8,87,1,2772,0
2014,2,2,3,435219,1
2014,6,85,4,55896,0
2013,8,16,3,1467726,1
2014,6,94,6,39432,0
2014,10,65,3,524448,1
2013,9,87,9,638001,1
2014,2,26,0,1467726,1
2014,7,65,2,11745,0
2014,4,13,7,96624,0
2014,9,91,4,3498,0
2013,10,12,0,71442,0
2014,8,6,16,13284,0
2013,10,51,0,6048,0
2013,8,45,0,1467726,1
2014,10,13,1,52839,0
2013,10,75,2,751824,1
2013,10,87,3,48276,0
2014,10,19,0,1467726,0
2014,8,94,9,95550,0
2014,9,27,2,54675,0
2014,7,54,0,140592,1
2014,3,49,3,209790,1
2014,6,94,3,36864,0
2013,8,5,0,46926,0
2014,4,90,2,6000,0
2014,9,59,2,165204,1
2013,10,72,7,58056,0
2013,9,43,10,111384,0
2014,2,25,1,22869,0
2014,4,68,1,51417,0
2014,8,7,0,12705,0
2014,3,94,19,4620,0
2014,1,82,9,11160,0
2014,1,35,6,2688,0
2014,2,17,0,33222,0
2014,10,28,3,404700,1
2014,1,62,1,11484,0
2014,1,85,3,240372,0
2014,3,98,7,136323,0
2014,8,81,5,4209,0
2014,4,7,0,42558,0
2014,5,92,0,4956,0
2014,3,90,1,4500,0
2014,3,50,0,4200,0
2013,9,56,0,1467726,1
2014,4,45,4,488376,1
2014,6,80,3,84600,0
2013,10,93,3,5940,0
2014,10,16,1,180093,0
2014,2,5,5,1467726,1
2014,7,69,5,1524,0
2014,6,84,5,3948,0
2014,8,51,0,1276521,1
2014,10,85,2,9750,0
2014,1,2,3,3552,0
2014,6,13,0,467997,0
2014,6,70,5,16554,0
2014,1,99,3,6612,0
2014,9,82,1,13440,0
2013,10,49,0,6090,0
2013,9,6,4,3294,0
2014,2,82,4,14994,0
2014,4,59,1,84084,0
2014,6,80,4,161568,0
2014,4,55,3,111825,1
2013,9,93,3,5940,0
2014,4,43,5,210888,0
2013,8,72,2,23430,0
2014,4,94,10,50175,0
2014,2,53,3,306528,1
2014,1,70,10,111384,0
2013,9,90,12,1054248,1
2014,5,4,8,12636,0
2013,8,94,5,39432,0
2014,1,86,8,120780,0
2014,7,64,1,761964,0
2014,7,85,1,3150,0
2014,4,80,1,673839,1
2014,9,82,3,381969,1
2013,9,18,0,1467726,1
2014,6,19,0,464355,0
2013,10,16,6,85347,0
2014,1,88,9,6396,0
2013,9,90,4,4182,0
2014,1,72,1,226380,1
2014,3,95,6,53640,0
2014,1,82,1,149760,0
2014,3,3,3,24174,0
2014,10,59,0,10200,0
2014,4,85,2,240372,0
2014,5,88,13,329478,0
2014,8,77,0,7920,0
2014,5,28,0,12765,0
2014,8,90,3,16128,0
2014,9,72,6,698544,0
2014,9,88,6,21150,0
2013,9,10,1,232677,1
2014,5,86,9,5049,0
2014,8,31,4,105000,1
2014,8,83,8,8970,0
2014,9,70,2,478278,1
2013,8,13,5,221925,1
2014,4,13,8,224730,1
2014,1,90,12,15651,0
2014,9,85,6,5580,0
2013,8,8,1,623637,0
2014,4,87,1,2142,0
2014,6,91,13,17802,0
2014,2,61,2,536466,1
2014,8,56,2,192726,0
2014,3,57,2,194526,1
2014,5,20,0,61992,0
2014,5,14,2,1358916,1
2013,8,57,3,66456,0
2013,10,72,1,6216,0
2014,3,55,2,212436,0
2014,6,82,0,181692,0
2014,9,4,5,19488,0
2014,3,50,2,540270,1
2014,8,72,2,34776,0
2014,4,96,0,3948,0
2014,10,37,5,426024,1
2014,6,78,0,1248426,1
2013,9,46,1,19710,0
2013,9,19,0,2520,0
2014,2,6,4,1362357,1
2014,2,93,0,6090,0
2014,8,63,10,5610,0
2013,8,13,4,11319,0
2013,8,98,1,22425,0
2014,9,15,4,91428,0
2013,8,29,0,1203681,1
2013,10,6,0,1467726,0
2014,8,3,3,227520,0
2014,9,99,0,2688,0
2014,5,34,2,50508,0
2014,3,4,3,34320,0
2014,5,4,4,10449,0
2013,8,91,1,26226,0
2014,8,29,2,1385781,1
2013,8,6,0,952413,1
2014,10,16,2,23901,0
2013,9,90,0,8400,0
2014,2,48,1,113322,0
2014,7,4,1,60522,0
2014,2,17,4,935550,1
2014,10,68,0,70467,0
2014,3,8,0,50880,0
2013,8,56,1,32760,0
2014,8,98,2,2184,0
2014,3,22,1,491352,1
2013,10,88,14,18960,0
2014,1,96,5,841302,1
2014,3,88,1,13464,0
2014,2,49,4,111315,0
2014,8,94,0,5838,0
2013,9,88,12,159132,0
2013,9,88,5,10062,0
2014,6,20,1,79680,0
2013,9,26,0,6132,0
2014,5,91,9,537672,0
2013,10,23,3,507582,1
2013,8,7,1,1366440,1
2014,7,74,1,1467726,1
2013,10,93,5,99459,0
2014,7,77,6,265716,1
2014,7,4,15,23055,0
2014,7,7,1,2964,0
2013,9,10,0,191526,1
2013,10,92,3,49662,0
2013,10,64,0,24168,0
2013,9,84,2,101331,0
2014,1,58,5,187404,0
2014,8,8,0,1366440,1
2013,8,13,2,6336,0
2014,1,36,1,23940,0
2014,7,94,1,15768,0
2014,4,2,2,37620,0
2013,10,74,0,1250073,1
2014,3,87,8,18009,0
2014,6,55,0,1467726,1
2013,10,13,0,1467726,0
2013,9,74,2,342144,1
2014,3,45,0,3528,0
2014,1,74,0,1246152,1
2014,10,23,1,65232,0
2014,9,4,6,19314,0
2013,9,94,8,22950,0
2014,4,55,7,30576,0
2014,10,94,15,11232,0
2014,1,95,1,4536,0
2014,1,54,2,7980,0
2014,9,71,5,976056,1
2014,5,46,1,810660,1
2014,9,80,3,84600,0
2014,9,87,0,2520,0
2014,2,4,12,17172,0
2014,5,65,2,144960,1
2014,2,87,1,2184,0
2014,10,43,2,540594,1
2014,5,16,4,43524,0
2013,8,95,6,728400,1
2014,1,38,3,365490,1
2014,1,4,16,41124,0
2014,7,4,5,7467,0
2014,6,85,3,32256,0
2014,1,69,0,1989,0
2014,3,81,3,1467726,1
2014,1,24,6,227199,1
2013,9,27,6,20079,0
2014,9,88,4,227070,0
2013,9,88,9,6396,0
2014,10,60,2,25245,0
2014,8,15,0,1467726,1
2014,9,47,2,41184,0
2014,2,96,1,50301,0
2014,4,3,7,855972,1
2013,9,3,3,18960,0
2014,10,14,7,376428,1
2014,5,72,1,247107,1
2014,5,82,3,14553,0
2013,10,100,0,1458621,1
2014,3,65,1,48510,0
2014,9,22,1,16920,0
2014,3,96,4,52065,0
2014,9,48,0,1099884,1
2013,8,78,5,16554,0
2014,6,15,0,1467726,1
2014,6,88,6,54108,0
2014,4,31,0,728400,1
2014,5,1,2,49320,0
2013,10,27,4,132888,1
2013,10,93,7,119400,0
2014,6,92,2,115443,0
2014,1,50,2,10773,0
2014,1,4,2,12474,0
2014,5,4,15,6318,0
2014,2,97,6,107448,0
2014,3,77,0,1250700,1
2014,8,94,12,92136,0
2014,7,91,6,276948,0
2013,8,61,11,5520,0
2014,7,5,4,123492,0
2013,10,57,1,626184,1
2013,9,49,8,5856,0
2013,8,16,2,40080,0
2014,5,94,10,50175,0
2013,10,32,1,1356498,1
2014,7,82,1,13440,0
2014,8,27,2,176118,1
2014,7,81,0,12036,0
2014,10,100,0,22059,0
2013,8,92,0,5880,0
2013,8,88,3,7638,0
2014,4,33,0,57228,0
2013,9,86,4,22599,0
2014,7,83,1,24459,0
2014,5,88,5,21150,0
2014,6,96,8,16830,0
2014,3,9,2,39900,0
2014,2,95,2,408576,1
2014,10,82,1,13440,0
2014,7,71,3,150738,0
2013,8,4,7,13203,0
2013,9,66,4,321030,1
2014,6,85,0,2478,0
2014,7,15,0,4770,0
2014,1,4,0,5544,0
2014,4,13,10,33750,0
2014,4,59,2,1467726,1
2014,9,77,1,205086,0
2014,2,96,4,109695,0
2014,10,51,2,635805,1
2014,3,37,2,1467726,1
2013,9,4,6,17658,0
2013,8,46,2,1302015,1
2013,10,31,3,45435,0
2014,4,83,0,135432,0
2014,3,80,5,125487,0
2014,8,26,3,285606,0
2014,9,92,8,5049,0
2014,1,62,3,52920,0
2013,9,93,6,119505,0
2014,6,53,1,59262,0
2014,3,26,0,1467726,1
2014,10,91,1,62622,0
2014,4,17,1,227457,1
2014,3,19,7,18204,0
2013,10,21,2,433944,1
2014,7,65,1,13575,0
2014,8,4,0,1467726,1
2014,9,87,4,6534,0
2014,7,33,1,124266,0
2014,3,98,1,22464,0
2014,3,98,4,23892,0
2014,7,46,4,1245564,1
2014,3,5,1,5940,0
2014,9,49,0,1134483,0
2014,5,22,10,80676,0
2014,1,3,2,144318,0
2013,10,78,5,453033,1
2013,10,20,1,22464,0
2013,9,52,0,1467726,1
2014,1,70,1,4161,0
2014,5,49,2,1467726,1
2014,1,80,0,53424,0
2013,10,3,5,855972,1
2014,1,53,1,2142,0
2014,8,98,1,1011129,1
2014,4,53,2,492615,1
2014,10,95,2,17556,0
2014,1,90,5,20148,0
2014,8,80,0,53424,0
2014,4,4,14,14703,0
2014,4,86,6,120780,0
2013,9,97,10,5202,0
2014,7,4,13,19749,0
2014,5,58,2,59466,0
2013,8,9,0,33222,0
2014,8,59,1,31500,0
2014,5,25,4,1467726,1
2014,7,91,5,12834,0
2014,7,27,0,17982,0
2013,10,93,0,6174,0
2014,2,56,2,541632,1
2014,6,50,1,95274,0
2014,1,63,8,3552,0
2014,2,98,4,39780,0
2014,6,48,0,437166,1
2014,4,87,8,638001,1
2014,10,66,3,6588,0
2014,10,82,2,184473,0
2014,10,37,3,47088,0
2013,8,30,2,29568,0
2014,6,94,5,22644,0
2014,1,10,1,22368,0
2014,7,94,6,39432,0
2014,4,82,5,159600,0
2014,2,35,6,106812,0
2014,7,85,4,100905,1
2014,2,92,6,5049,0
2014,2,59,0,240543,0
2013,10,37,0,1467726,1
2014,5,24,5,195195,0
2014,4,86,9,5049,0
2014,9,98,8,2184,0
2014,3,96,0,4200,0
2014,2,97,1,11220,0
2014,9,93,2,89856,0
2014,7,96,8,4998,0
2014,1,99,2,845583,1
2014,1,36,4,71820,0
2014,8,63,9,3552,0
2014,3,36,0,2310,0
2014,2,94,15,95277,0
2014,1,13,0,14784,0
2013,10,17,2,1467726,1
2014,6,80,0,53424,0
2013,9,25,1,3066,0
2014,6,90,4,3618,0
2014,9,29,2,433512,1
2014,1,47,4,132804,1
2014,6,77,1,15120,0
2014,5,77,2,11289,0
2014,8,96,4,11439,0
2013,9,6,5,8970,0
2014,10,1,5,5508,0
2014,4,39,3,213840,1
2014,4,57,0,230880,0
2014,4,64,6,21978,0
2014,10,1,4,35640,1
2014,10,64,3,1404,0
2014,1,93,5,99459,0
2013,8,73,0,13677,0
2014,8,41,0,1150164,1
2014,2,49,5,235980,0
2014,7,21,2,56508,0
2014,2,88,2,59496,0
2014,1,66,0,20367,0
2014,3,87,6,244737,1
2014,1,43,3,10476,0
2013,9,95,2,4473,0
2013,10,23,2,960,0
2014,8,91,9,537672,0
2013,9,93,8,4752,0
2014,9,95,1,2835,0
2014,4,27,1,110460,1
2013,9,8,1,449334,1
2013,8,94,11,52824,0
2014,10,81,2,120600,0
2014,8,74,0,37674,0
2014,1,31,1,2646,0
2014,8,65,1,1316583,1
2014,1,49,2,73584,1
2013,9,7,0,7245,0
2013,8,4,8,13050,0
2014,1,94,15,22644,0
2013,8,28,1,1467726,1
2013,10,95,0,6132,0
2014,9,89,2,34656,0
2014,2,46,4,13248,0
2014,6,23,1,11445,0
2013,9,7,2,25665,0
2014,3,91,2,14700,0
2014,9,27,1,50268,0
2013,10,20,0,243714,0
2014,8,74,2,25896,0
2014,4,58,1,1467726,1
2014,7,57,6,5856,0
2014,10,16,6,43524,0
2014,3,19,4,30186,0
2014,9,88,5,51516,0
2014,8,49,7,12810,0
2014,6,34,2,385710,1
2013,9,10,2,664350,1
2014,9,73,1,71874,0
2014,7,95,3,4944,0
2014,3,43,1,709254,1
2013,9,26,2,23760,0
2014,3,87,9,638001,1
2014,6,62,1,10560,0
2013,10,72,5,75543,0
2014,8,22,0,213600,0
2013,10,25,0,462690,1
2014,4,33,4,96000,0
2014,5,17,1,1301856,1
2014,7,60,0,183366,0
2013,10,4,4,17739,0
2013,9,29,0,7371,0
2014,5,54,2,619974,1
2014,3,22,3,9672,0
2014,10,57,5,136620,0
2014,2,97,8,92196,0
2014,1,27,1,2604,0
2014,10,87,1,2520,0
2014,9,4,14,21837,0
2014,9,6,3,3024,0
2013,8,89,0,17775,0
2013,9,84,6,5049,0
2014,9,84,4,888030,1
2014,8,54,6,250047,0
2014,7,47,1,5925,0
2014,3,83,3,1166712,1
2014,7,77,3,351360,1
2014,8,27,1,635805,1
2014,3,16,1,149283,0
2014,10,80,8,93984,0
2014,10,29,0,149136,0
2013,9,42,1,1356498,1
2014,4,28,1,371241,1
2014,6,4,5,2808,0
2014,4,77,7,377970,1
2014,1,36,2,11592,0
2014,3,15,2,531840,1
2014,8,80,5,6225,0
2014,6,44,1,38610,0
2014,4,4,12,15138,0
2014,10,84,0,76635,0
2014,2,59,1,48441,0
2014,2,100,7,12480,0
2014,7,22,7,120435,0
2014,10,57,2,55695,0
2014,7,69,4,465300,1
2014,6,69,1,1467726,1
2014,9,42,0,1467726,1
2013,8,90,10,9261,0
2014,2,96,5,15840,0
2013,10,75,0,717750,1
2014,2,96,7,132990,1
2014,6,91,10,10452,0
2014,9,18,5,48951,0
2014,9,15,6,10650,0
2014,6,82,1,13440,0
2014,2,4,16,341088,1
2014,6,85,6,63837,0
2014,9,94,4,21420,0
2013,10,94,3,15552,0
2014,5,54,3,84132,0
2014,5,70,2,205686,0
2013,9,80,4,161568,0
2014,6,11,0,96660,0
2014,3,8,4,48831,0
2013,9,49,17,11076,0
2014,7,72,1,292896,1
2014,8,85,2,42780,0
2014,2,53,0,74115,1
2013,9,86,6,237843,1
2014,5,1,0,27945,0
2014,8,63,15,72450,1
2013,9,74,4,155208,0
2014,7,86,6,120780,0
2014,2,49,0,5439,0
2013,9,76,3,68580,0
2014,8,14,3,58926,0
2014,7,5,2,6237,0
2014,5,98,0,70785,0
2014,1,26,1,49500,0
2014,3,63,1,2478,0
2014,5,95,0,4956,0
2013,9,63,1,757536,0
2014,4,5,3,18972,0
2013,8,85,3,240372,0
2014,6,70,2,226380,1
2014,9,3,5,889824,1
2014,5,7,3,9222,0
2014,6,94,2,22950,0
2014,1,82,2,38376,0
2014,9,8,2,11340,0
2014,3,83,0,38160,0
2014,10,25,4,970398,1
2014,5,75,0,492912,1
2014,3,97,1,1067106,1
2014,1,24,3,722937,1
2014,5,53,3,28440,0
2013,8,85,1,914952,1
2014,10,81,0,11934,0
2014,2,85,1,924600,1
2014,5,94,19,4620,0
2013,9,4,0,4452,0
2014,10,84,3,888030,1
2013,10,70,0,1250700,1
2013,10,4,7,17139,0
2014,2,80,0,53424,0
2014,5,26,1,289560,1
2014,1,43,0,88479,1
2014,7,90,1,39672,0
2014,8,6,6,22080,0
2014,9,47,0,14985,0
2014,7,11,0,1467726,1
2014,9,67,3,522627,1
2014,4,90,5,16128,0
2014,3,88,5,10062,0
2014,2,46,3,31218,0
2014,1,47,1,2142,0
2014,6,20,3,361053,1
2014,4,95,1,4473,0
2014,4,54,1,1356498,1
2014,4,4,2,10626,0
2014,9,12,2,88776,0
2014,7,43,0,2478,0
2014,4,55,2,81144,0
2013,9,94,0,6132,0
2014,8,85,7,4752,0
2014,7,17,0,1467726,1
2014,6,77,4,6606,0
2014,6,44,3,332556,1
2014,1,86,2,62916,1
2014,3,91,4,3498,0
2014,1,86,10,12627,0
2014,5,85,2,1003392,1
2013,10,69,2,76734,0
2014,7,80,9,22185,0
2014,8,92,3,20700,0
2013,9,88,1,13464,0
2014,8,24,0,142266,0
2014,9,86,5,120780,0
2014,5,67,2,645861,1
2014,5,87,1,5508,0
2014,3,40,0,1467726,1
2014,3,4,8,20010,0
2014,3,82,3,14553,0
2014,7,80,1,675108,1
2014,8,91,3,9792,0
2014,6,47,3,1290813,1
2014,1,84,1,101331,0
2013,10,10,0,2058,0
2014,5,16,3,11193,0
2014,4,41,0,1365750,1
2014,4,29,1,1467726,1
2013,9,77,0,21216,0
2014,9,88,10,44016,0
2014,5,94,11,23256,0
2014,10,90,5,1397604,0
2014,8,97,0,5715,0
2014,8,97,1,48471,0
2014,8,43,3,76986,0
2014,7,42,0,65007,0
2014,3,19,6,29928,0
2014,1,43,1,312708,1
2014,7,14,4,8541,0
2014,8,75,1,1467726,1
2014,1,5,6,392040,1
2014,9,27,8,5073,0
2014,2,78,2,1218261,1
2014,3,82,6,298560,1
2014,5,52,6,23688,0
2014,9,84,1,76635,0
2014,8,14,4,4758,0
2014,8,26,1,42120,0
2013,10,7,0,1467726,0
2014,5,96,3,49725,0
2014,7,30,0,15840,0
2013,8,17,3,3234,0
2013,8,97,7,106173,1
2014,4,97,0,10020,0
2014,4,51,0,1369392,1
2014,3,94,8,47424,0
2014,9,71,2,10800,0
2014,10,21,10,31185,0
2013,10,71,1,1248426,1
2014,8,100,0,20736,0
2014,2,55,1,1467726,1
2014,10,54,2,34980,0
2014,4,55,0,15792,0
2014,7,59,0,20160,1
2014,9,96,4,153765,0
2014,7,94,2,22950,0
2014,2,91,11,4575,0
2014,2,97,0,500775,0
2013,9,86,11,5049,0
2014,1,3,5,855972,1
2014,9,66,3,179820,1
2014,2,65,0,5460,0
2014,5,18,1,46305,0
2014,9,94,0,6090,0
2014,5,61,2,11088,0
2013,10,83,1,157140,0
2014,6,95,8,45765,0
2014,8,84,3,888030,1
2013,8,80,4,161568,0
2014,5,93,7,4752,0
2013,9,82,4,14553,0
2014,8,28,7,94446,0
2013,10,46,1,27126,0
2014,1,62,4,143646,0
2014,3,91,8,537672,0
2014,3,80,1,673839,1
2013,8,51,1,480483,1
2014,6,14,1,1007160,1
2014,9,62,2,88023,0
2014,4,50,0,3906,0
2014,6,4,7,17052,0
2013,8,83,1,20160,0
2014,10,61,0,219600,0
2013,8,11,0,3480,0
2013,9,97,0,25872,0
2013,10,94,10,23256,0
2013,9,10,4,43524,0
2014,1,59,5,13068,0
2013,8,52,0,27246,0
2014,3,78,2,5376,0
2014,3,78,7,502512,1
2014,1,13,2,26208,0
2014,2,97,5,65472,0
2014,6,88,1,13464,0
2013,10,39,1,111531,0
2013,8,16,0,4200,0
2014,6,79,0,34272,0
2014,1,94,2,58443,0
2014,5,66,0,509049,1
2014,5,67,0,6006,0
2014,10,88,9,50490,0
2013,9,93,2,76152,0
2013,9,81,1,12036,0
2014,4,4,5,7467,0
2013,8,82,2,123096,0
2013,9,64,2,557991,1
2014,10,16,5,10965,0
2014,7,25,2,666135,1
2014,9,63,0,98334,1
2014,9,13,1,6966,0
2014,2,100,5,1032507,1
2014,2,4,0,2142,0
2014,7,57,13,6966,0
2014,1,63,7,5136,0
2014,1,11,1,26640,0
2014,2,24,0,467418,1
2013,9,13,2,175032,1
2013,8,74,2,5913,0
2014,4,97,2,162945,1
2014,7,65,10,213666,1
2013,8,47,5,32130,0
2014,8,86,9,5049,0
2014,5,26,4,364338,1
2014,8,16,2,1131900,1
2014,6,59,2,180609,1
2014,3,38,2,23184,0
2014,9,47,4,468444,1
2014,2,66,1,408330,1
2014,1,91,2,3498,0
2014,10,88,7,45732,0
2014,3,94,7,22950,0
2014,4,30,2,42768,0
2014,5,89,1,36708,0
2014,8,95,1,2700,0
2013,8,44,0,479214,1
2014,7,10,2,12138,0
2014,8,23,1,773925,1
2014,7,91,0,8643,0
2014,8,7,1,557226,1
2013,10,88,3,7638,0
2014,10,29,1,51336,0
2014,7,89,2,1453218,1
2014,3,81,5,4209,0
2014,4,77,8,4956,0
2013,10,99,3,56682,0
2013,10,18,0,1467726,1
2014,4,99,2,62424,0
2014,7,19,0,24168,0
2014,5,15,0,1467726,1
2014,6,94,0,5670,0
2014,3,92,3,49662,0
2014,3,71,2,320415,1
2014,10,3,4,855972,1
2014,8,87,7,882648,1
2014,9,69,1,338256,1
2014,10,17,0,1467726,1
2014,7,95,10,9360,0
2014,9,94,2,71121,0
2014,9,40,1,78540,0
2014,3,68,0,686517,1
2013,9,6,1,12090,0
2013,8,96,3,120417,0
2014,9,95,3,4944,0
2013,10,87,1,2520,0
2014,8,17,1,504417,1
2014,9,26,0,1467726,1
2014,3,49,4,37380,1
2014,7,57,10,5424,0
2014,3,95,0,5460,0
2014,9,92,7,28836,0
2014,2,73,3,673200,1
2014,7,93,6,108870,0
2014,7,99,5,1058148,1
2014,4,45,1,210888,1
2014,6,93,3,119505,0
2014,5,11,1,244470,1
2013,10,47,0,1467726,0
2013,9,95,3,408576,1
2014,10,97,1,81534,0
2014,10,80,10,127779,0
2014,4,17,0,77724,0
2014,4,33,1,83835,0
2014,2,88,14,18960,0
2014,8,83,5,100608,0
2014,9,27,4,51000,0
2013,9,90,9,82350,0
2014,8,39,0,1467726,1
2013,8,21,1,810345,1
2013,9,8,4,148770,0
2014,6,34,1,60630,0
2014,6,75,0,1467726,1
2013,9,49,10,5136,0
2014,10,94,11,21420,0
2014,1,10,2,22656,0
2014,7,94,4,15552,0
2013,9,4,11,21576,0
2014,8,64,1,1358916,1
2014,6,94,13,9639,0
2014,5,63,1,48510,0
2014,7,92,5,617760,0
2013,8,47,4,17856,0
2013,8,51,5,7503,0
2014,8,91,1,62622,0
2014,7,36,1,1163538,1
2014,2,80,1,673839,1
2014,8,13,0,1467726,0
2014,9,19,0,13542,0
2014,4,52,1,1356645,1
2014,2,82,7,299493,1
2013,8,88,7,59292,0
2013,9,7,6,92928,1
2014,3,79,3,476715,1
2014,4,24,0,3825,0
2014,10,4,9,21789,0
2014,7,62,3,217113,1
2014,4,91,3,9792,0
2014,8,3,1,78912,0
2014,8,11,1,18060,0
2013,9,20,1,1356498,1
2013,10,8,1,26520,0
2013,9,17,3,222456,1
2013,8,51,0,14418,0
2013,8,47,3,326040,1
2014,1,86,11,5049,0
2014,9,43,0,1467726,1
2014,5,82,2,9438,0
2014,10,4,12,21489,0
2013,8,47,1,2736,0
2014,3,98,6,23400,0
2014,1,94,10,23256,0
2014,5,50,0,33972,0
2014,9,40,0,31476,0
2014,8,92,1,110376,0
2013,10,95,1,4536,0
2014,4,30,0,126027,0
2014,1,97,2,5715,0
2013,8,4,9,12180,0
2014,9,78,0,111444,0
2014,3,7,3,1364670,1
2014,2,20,2,65610,1
2014,10,37,1,9600,0
2014,3,88,3,7638,0
2014,5,70,0,23478,0
2013,9,66,1,23478,0
2014,2,70,2,10530,0
2013,10,10,1,331056,1
2014,4,68,12,13416,0
2014,8,95,4,6678,0
2014,8,91,4,3498,0
2013,8,69,1,772104,0
2013,9,14,2,290871,1
2014,10,98,4,8160,0
2014,1,59,6,131472,0
2013,8,53,1,15621,0
2014,8,69,2,41613,0
2013,8,92,3,49662,0
2013,9,76,1,75762,0
2014,2,94,13,9639,0
2014,10,98,5,13320,0
2014,6,49,2,201096,0
2013,8,13,8,64500,1
2014,5,93,4,264096,1
2014,6,1,0,1223712,1
2013,8,47,8,795777,1
2013,10,82,3,746604,1
2014,2,4,7,16791,0
2013,9,16,5,1358916,1
2014,10,33,4,19680,0
2014,1,7,1,70029,0
2014,8,18,2,570840,1
2014,9,50,1,449880,1
2013,8,60,4,5037,0
2014,3,98,5,408828,0
2014,1,46,0,1467726,1
2014,1,23,0,1360287,1
2014,5,51,2,11424,0
2014,10,25,1,2898,0
2013,9,17,0,411546,1
2014,10,87,5,193674,1
2014,6,10,0,1248162,1
2013,10,72,2,18900,0
2014,2,83,5,8970,0
2013,8,95,3,408576,1
2014,4,70,0,3948,0
2013,10,55,14,70875,0
